Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
2957,24451,1,239,36,1,36,0,0,0,0,1,1,2,0,0,1,0,4
1350,11249,1,109,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
149,1230,1,359,18,9,48,1,0,3,2,0,2,1,0,0,0,0,3
2982,24658,0,157,14,2,22,0,0,2,0,0,0,0,2,0,0,0,2
2568,21194,1,445,16,12,68,4,2,1,1,1,0,0,0,0,0,0,0
1672,13828,1,278,4,2,12,0,0,0,0,0,0,1,0,0,0,0,1
250,2198,1,96,26,2,28,0,0,0,0,1,0,1,0,0,0,0,1
210,1813,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3983,32866,0,266,14,3,22,0,2,0,1,0,0,1,0,0,0,0,1
289,2532,1,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0,0
2227,18360,1,232,14,5,28,2,0,1,0,0,0,0,0,0,0,0,0
3711,30834,1,326,12,4,28,1,0,1,0,0,0,0,1,0,0,0,1
2666,22108,0,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3432,28404,1,173,18,1,18,0,0,0,0,1,0,0,1,0,0,0,1
258,2253,1,260,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3051,25297,1,207,8,7,24,1,0,1,0,0,1,0,0,0,0,0,1
2476,20371,1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0,0
813,6867,0,209,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
3961,32651,1,120,6,8,22,1,0,2,1,0,0,0,0,0,1,0,1
3655,30380,0,117,12,2,14,1,0,0,0,0,0,1,0,0,0,0,1
3441,28530,1,256,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1404,11702,1,256,10,9,32,0,1,2,3,0,0,0,0,0,0,0,0
3307,27274,0,240,4,2,6,0,0,0,0,0,1,0,0,0,0,0,1
2720,22543,0,398,4,12,28,2,1,1,2,1,0,0,0,0,0,0,0
1404,11702,1,256,10,9,32,0,1,2,3,0,0,0,0,0,0,0,0
504,4574,1,330,16,5,42,0,0,1,0,0,2,2,0,0,0,1,4
231,2052,1,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
2678,22201,1,144,16,1,16,0,0,0,0,1,0,2,0,0,0,0,2
1907,15787,0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0,0
1257,10541,1,189,4,11,30,0,1,0,0,0,1,1,0,0,1,1,3
1829,15072,1,174,14,7,34,2,0,2,1,0,0,1,0,0,0,0,1
1635,13568,1,128,10,3,22,0,0,1,0,0,1,0,0,0,0,0,1
954,7874,1,69,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0
3539,29411,1,164,2,2,6,0,0,0,0,0,1,0,0,0,0,0,1
1600,13278,1,230,4,2,12,0,0,0,0,0,0,1,0,0,0,0,1
894,7455,1,233,16,2,18,0,0,0,1,0,0,1,0,0,0,0,1
1422,11858,1,335,10,12,72,2,1,1,2,1,2,2,0,0,0,1,4
3465,28756,0,354,10,10,60,1,1,2,0,2,1,2,1,0,1,0,5
3885,32044,1,254,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0
1085,9103,1,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0,2
1180,9883,1,243,26,9,56,1,2,2,1,0,0,3,0,0,0,0,3
653,5838,1,74,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3682,30589,1,384,14,8,42,1,0,1,3,2,1,1,0,1,0,0,3
1786,14731,0,192,12,4,22,1,0,0,1,1,0,0,0,0,0,0,0
3627,30099,1,319,6,2,14,1,0,0,0,0,1,1,0,0,0,0,2
1835,15127,0,187,32,11,88,2,1,2,2,1,0,0,2,2,1,0,5
2963,24512,1,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
