Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
1673,13829,1,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1193,9985,1,331,14,8,30,2,0,2,2,2,0,0,1,1,0,0,2
1813,14948,0,308,26,2,34,1,0,0,0,0,0,0,0,0,0,1,0
3422,28336,0,297,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1159,9732,1,396,28,7,50,1,0,2,0,2,1,1,1,1,1,0,5
3951,32594,1,363,28,5,48,2,0,0,0,0,0,2,1,1,0,0,4
2335,19198,1,380,16,11,76,3,3,2,1,1,0,0,0,0,0,0,0
1932,16010,1,249,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
3004,24868,1,166,6,3,20,0,0,0,0,0,1,0,0,0,0,0,1
705,6167,1,280,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3000,24836,0,169,6,7,44,2,1,2,0,0,0,0,0,0,0,0,0
3096,25579,0,216,12,1,12,0,0,0,0,0,0,1,0,0,0,1,1
3871,31928,1,93,24,6,48,2,0,1,0,0,0,0,0,0,0,0,0
2122,17521,1,438,10,11,46,2,4,1,0,1,0,0,0,0,0,0,0
3678,30559,1,135,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1
1057,8744,1,221,14,2,22,0,0,1,0,0,1,0,0,0,0,0,1
2806,23262,1,335,18,12,66,1,0,5,1,1,0,0,0,0,0,0,0
1894,15693,1,64,14,2,16,0,0,0,1,1,0,0,0,0,0,1,0
1957,16190,1,197,16,3,28,1,0,0,0,1,0,1,0,0,0,1,1
628,5672,1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
2101,17340,1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,1,0
2126,17559,1,49,4,1,4,0,0,0,0,0,1,0,1,0,0,0,2
3281,27059,0,121,36,4,48,1,0,0,2,0,1,0,0,0,0,0,1
1649,13684,1,122,30,1,30,0,0,0,0,0,0,0,0,0,0,0,0
2821,23350,1,312,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0
2923,24112,1,176,32,6,68,0,0,2,2,0,0,0,0,1,0,0,1
3463,28752,1,204,6,2,14,0,1,0,0,0,0,1,0,0,0,0,1
3916,32258,1,132,22,1,22,1,0,0,0,0,0,2,0,0,0,0,2
596,5385,1,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
620,5614,0,145,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1683,13896,1,158,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
1772,14592,1,140,4,8,44,2,0,1,0,1,0,0,1,0,0,0,1
298,2649,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
152,1253,0,285,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
3740,31070,1,45,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1172,9828,0,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
713,6208,1,384,14,11,70,1,3,0,1,1,4,1,0,0,0,1,5
1148,9676,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2513,20659,0,340,30,10,56,2,1,0,2,3,0,0,0,0,0,0,0
3529,29288,1,302,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1
2634,21858,0,327,8,2,14,0,0,0,1,0,0,1,1,0,0,0,2
2977,24641,0,61,14,2,20,1,1,0,0,0,0,1,0,0,0,0,1
882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
2547,21028,1,20,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
904,7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
2676,22158,1,199,16,9,38,5,0,2,0,0,0,0,0,0,0,0,0
3304,27269,1,257,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
3214,26492,0,101,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1925,15950,1,146,6,6,32,0,0,1,0,0,0,0,0,0,0,0,0
2547,21028,1,20,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2628,21815,1,169,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1703,14050,1,151,2,7,22,0,0,1,0,0,0,0,0,0,0,0,0
796,6748,0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0
1678,13855,0,244,8,2,14,0,0,0,1,0,0,0,0,0,0,0,0
1560,12923,0,118,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
3626,30083,1,262,8,11,30,4,1,2,0,0,1,0,0,1,0,0,2
