Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
1676,13844,0,94,10,5,38,0,0,1,0,2,1,0,0,1,0,0,2
471,4253,1,77,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1363,11396,1,269,10,5,32,2,0,1,0,0,0,0,0,0,0,0,0
1010,8356,1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,0,2
1986,16461,0,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
3291,27150,0,36,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
70,567,1,135,16,8,60,3,1,0,1,0,2,1,0,0,2,0,5
3426,28363,1,380,8,6,34,2,1,0,0,1,0,0,0,0,0,0,0
3385,27985,1,178,16,2,24,0,0,1,0,0,0,0,0,0,0,0,0
3178,26207,1,249,4,7,20,1,0,1,0,0,2,1,0,0,0,0,3
3394,28067,1,155,4,4,24,0,0,1,0,0,0,0,0,0,0,0,0
429,3817,1,377,6,12,34,3,1,0,0,0,2,2,0,0,0,1,4
2810,23285,0,289,12,3,26,0,0,0,2,0,0,0,0,0,0,0,0
1507,12547,0,67,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
493,4490,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0,3
985,8097,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0,2
2575,21272,0,71,16,2,20,1,0,0,0,0,0,0,0,0,0,1,0
1129,9535,1,123,32,2,40,0,1,0,0,1,0,0,0,0,0,0,0
447,4004,1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,0,1
1471,12205,0,215,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2672,22148,1,368,24,11,74,2,1,1,1,0,0,2,0,0,0,0,2
3975,32736,1,19,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3650,30306,1,180,16,3,28,1,0,1,0,0,0,0,1,0,0,0,1
2653,22000,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
100,844,1,288,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0
1635,13568,1,128,10,3,22,0,0,1,0,0,1,0,0,0,0,0,1
422,3739,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0
3728,30989,0,134,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
2567,21192,1,181,2,2,4,0,0,0,0,0,2,0,0,0,0,0,2
2350,19275,0,248,16,2,22,0,0,1,0,0,1,0,1,0,0,0,2
1539,12748,1,176,30,9,68,0,2,1,5,0,0,0,0,0,0,0,0
66,553,1,126,16,8,48,2,1,1,2,0,0,2,1,0,0,0,3
1261,10577,1,167,8,2,14,1,0,0,0,0,0,0,0,0,0,1,0
2225,18351,1,343,14,3,24,0,0,0,1,1,1,0,0,0,0,0,1
3131,25857,1,431,14,11,70,1,3,4,1,0,0,3,0,0,0,0,3
298,2649,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2222,18327,1,243,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1
537,4859,1,244,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2467,20277,1,177,14,11,36,1,0,3,0,1,0,0,0,0,0,0,0
278,2431,1,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1,1
2863,23645,0,399,18,7,38,3,0,1,1,0,0,0,0,0,0,0,0
567,5147,1,276,20,3,26,0,0,1,1,1,0,0,1,0,0,0,1
253,2213,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1,2
2555,21101,1,86,6,3,14,0,0,0,0,0,1,0,0,0,0,0,1
3296,27190,1,167,14,3,24,0,1,1,0,0,0,0,0,0,0,0,0
3614,30004,0,275,26,12,64,3,0,3,1,1,0,0,1,0,0,0,1
1758,14491,0,416,10,10,34,3,1,3,1,0,0,2,0,0,0,0,2
750,6459,0,365,10,12,44,2,2,4,0,1,1,1,0,0,0,1,2
711,6196,1,49,12,3,26,0,1,1,0,0,0,0,0,0,0,0,0
49,397,1,254,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
2569,21207,1,215,20,9,52,0,1,3,1,0,0,0,1,2,0,0,3
3591,29809,1,278,14,2,18,1,0,1,0,0,0,1,1,0,0,0,2
2617,21742,1,293,16,5,34,0,2,0,0,0,0,0,0,0,0,0,0
3758,31180,1,387,6,11,66,1,0,1,4,0,1,2,0,2,0,1,5
1661,13752,0,62,18,2,22,1,0,1,0,0,1,0,1,0,0,0,2
746,6402,1,49,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
151,1248,1,246,18,1,18,0,0,0,1,0,0,0,0,0,0,0,0
1497,12428,0,194,10,6,22,0,0,1,0,2,0,0,1,1,0,1,2
620,5614,0,145,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2610,21656,0,104,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
1373,11486,1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0,0
3533,29347,0,94,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2
2634,21858,0,327,8,2,14,0,0,0,1,0,0,1,1,0,0,0,2
3553,29496,0,306,10,3,24,0,0,0,0,0,2,0,0,0,0,0,2
2889,23847,1,275,14,1,14,1,0,0,0,0,0,2,0,0,0,0,2
3316,27316,1,258,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
2534,20904,1,311,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0
645,5778,1,117,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
1683,13896,1,158,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
1047,8658,0,384,34,7,50,3,2,1,0,0,0,1,0,0,0,0,1
3527,29284,1,114,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
2015,16691,1,132,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0
68,560,1,299,12,3,26,0,0,0,0,0,0,2,0,0,0,0,2
3986,32883,1,420,4,11,36,1,2,0,1,0,0,6,0,0,0,0,6
27,214,0,177,24,1,24,0,0,0,0,0,1,0,0,0,0,0,1
2637,21884,1,389,16,7,38,3,0,2,0,1,0,2,0,0,0,0,2
3595,29825,1,187,34,2,38,0,0,0,1,0,0,1,0,0,0,0,1
422,3739,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0
3915,32253,0,235,2,11,26,0,0,2,1,0,0,0,0,0,0,0,0
985,8097,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0,2
1529,12676,1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,0,2
2666,22108,0,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
254,2226,1,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0,0
1361,11370,1,293,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1478,12272,1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2769,22903,1,58,16,2,18,1,0,0,1,0,0,0,0,0,0,1,0
1491,12388,0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
3994,32943,0,137,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
238,2081,0,109,14,2,20,0,0,1,0,1,0,0,0,0,0,0,0
1807,14919,1,203,28,12,62,1,1,3,2,0,0,2,0,0,0,0,2
2824,23366,1,259,14,2,22,0,0,0,1,1,0,1,1,0,0,0,2
2734,22647,1,306,34,2,38,1,1,0,0,0,1,0,0,0,0,0,1
51,405,0,43,24,2,26,1,0,0,0,0,1,0,0,0,0,0,1
1352,11289,0,160,6,5,22,0,0,1,1,0,0,0,0,0,0,0,0
2006,16629,1,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1,1
1863,15376,1,185,20,4,38,0,1,1,1,0,0,0,0,0,0,0,0
3430,28400,1,51,14,1,14,1,0,0,0,0,1,0,0,0,0,0,1
197,1690,1,362,14,5,42,1,0,2,0,1,0,1,1,1,0,0,3
2240,18447,1,119,32,2,36,1,0,1,0,0,0,0,0,0,0,0,0
3327,27408,1,109,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0
102,874,1,274,14,11,68,4,1,2,1,0,1,2,2,0,1,0,6
